group_expense_id,user_id,date,year,month,expense_name,total_amount,user_share,participants_count,weight,paid_status,payer
GRP00436,U003,2023-02-04,2023,2,Roommates Dinner,3858.51,1318.75,3,0.89,Pending,U003
GRP00436,U004,2023-02-04,2023,2,Roommates Dinner,3858.51,1291.22,3,0.87,Pending,U001
GRP00436,U001,2023-02-04,2023,2,Roommates Dinner,3858.51,1248.54,3,0.84,Paid,U001
GRP00437,U003,2023-02-08,2023,2,Office Team Lunch,2652.53,570.45,5,0.96,Paid,U005
GRP00437,U005,2023-02-08,2023,2,Office Team Lunch,2652.53,559.56,5,0.94,Paid,U005
GRP00437,U002,2023-02-08,2023,2,Office Team Lunch,2652.53,513.31,5,0.86,Paid,U003
GRP00437,U004,2023-02-08,2023,2,Office Team Lunch,2652.53,509.47,5,0.86,Paid,U002
GRP00437,U001,2023-02-08,2023,2,Office Team Lunch,2652.53,499.74,5,0.84,Paid,U002
GRP00438,U003,2023-02-26,2023,2,Roommates Dinner,3657.33,1312.34,3,1.15,Paid,U004
GRP00438,U002,2023-02-26,2023,2,Roommates Dinner,3657.33,1013.16,3,0.89,Paid,U003
GRP00438,U004,2023-02-26,2023,2,Roommates Dinner,3657.33,1331.84,3,1.17,Paid,U003
GRP00439,U003,2023-03-11,2023,3,Trip to Goa,34511.34,9531.26,4,1.13,Paid,U005
GRP00439,U002,2023-03-11,2023,3,Trip to Goa,34511.34,7621.22,4,0.9,Paid,U005
GRP00439,U004,2023-03-11,2023,3,Trip to Goa,34511.34,9105.05,4,1.08,Pending,U002
GRP00439,U005,2023-03-11,2023,3,Trip to Goa,34511.34,8253.8,4,0.98,Paid,U003
GRP00440,U003,2023-03-25,2023,3,Shared Uber,641.17,342.8,2,1.1,Paid,U003
GRP00440,U002,2023-03-25,2023,3,Shared Uber,641.17,298.37,2,0.96,Paid,U003
GRP00441,U003,2023-04-02,2023,4,Trip to Goa,23839.46,6409.7,4,1.05,Paid,U003
GRP00441,U005,2023-04-02,2023,4,Trip to Goa,23839.46,6896.32,4,1.12,Paid,U004
GRP00441,U004,2023-04-02,2023,4,Trip to Goa,23839.46,5165.38,4,0.84,Paid,U005
GRP00441,U001,2023-04-02,2023,4,Trip to Goa,23839.46,5368.06,4,0.88,Paid,U003
GRP00442,U003,2023-04-08,2023,4,Weekend Movie,1445.49,401.37,4,1.15,Paid,U003
GRP00442,U002,2023-04-08,2023,4,Weekend Movie,1445.49,303.35,4,0.87,Pending,U005
GRP00442,U005,2023-04-08,2023,4,Weekend Movie,1445.49,346.24,4,0.99,Paid,U002
GRP00442,U004,2023-04-08,2023,4,Weekend Movie,1445.49,394.54,4,1.13,Paid,U005
GRP00443,U003,2023-04-14,2023,4,Vacation Package,49565.56,10778.43,4,0.92,Pending,U004
GRP00443,U001,2023-04-14,2023,4,Vacation Package,49565.56,12440.98,4,1.06,Paid,U002
GRP00443,U004,2023-04-14,2023,4,Vacation Package,49565.56,13544.63,4,1.16,Paid,U001
GRP00443,U002,2023-04-14,2023,4,Vacation Package,49565.56,12801.53,4,1.09,Pending,U003
GRP00444,U003,2023-04-15,2023,4,Birthday Party,6958.89,1307.78,5,0.94,Paid,U002
GRP00444,U005,2023-04-15,2023,4,Birthday Party,6958.89,1259.58,5,0.9,Pending,U002
GRP00444,U001,2023-04-15,2023,4,Birthday Party,6958.89,1262.47,5,0.91,Paid,U001
GRP00444,U002,2023-04-15,2023,4,Birthday Party,6958.89,1482.4,5,1.06,Paid,U004
GRP00444,U004,2023-04-15,2023,4,Birthday Party,6958.89,1646.66,5,1.18,Paid,U001
GRP00445,U003,2023-04-24,2023,4,Concert Tickets,4737.1,1476.14,3,0.94,Paid,U002
GRP00445,U004,2023-04-24,2023,4,Concert Tickets,4737.1,1847.85,3,1.18,Paid,U003
GRP00445,U002,2023-04-24,2023,4,Concert Tickets,4737.1,1413.12,3,0.9,Paid,U002
GRP00446,U003,2023-05-05,2023,5,Vacation Package,27214.15,7036.31,4,1.04,Paid,U005
GRP00446,U001,2023-05-05,2023,5,Vacation Package,27214.15,5737.13,4,0.85,Pending,U004
GRP00446,U005,2023-05-05,2023,5,Vacation Package,27214.15,7321.13,4,1.09,Paid,U005
GRP00446,U004,2023-05-05,2023,5,Vacation Package,27214.15,7119.58,4,1.06,Paid,U005
GRP00447,U003,2023-05-07,2023,5,Office Team Lunch,2918.32,542.68,5,0.88,Paid,U004
GRP00447,U001,2023-05-07,2023,5,Office Team Lunch,2918.32,685.43,5,1.11,Pending,U002
GRP00447,U004,2023-05-07,2023,5,Office Team Lunch,2918.32,520.45,5,0.84,Paid,U001
GRP00447,U002,2023-05-07,2023,5,Office Team Lunch,2918.32,643.94,5,1.05,Paid,U005
GRP00447,U005,2023-05-07,2023,5,Office Team Lunch,2918.32,525.82,5,0.85,Paid,U003
GRP00448,U003,2023-05-11,2023,5,Weekend Movie,2067.48,471.69,4,0.89,Paid,U002
GRP00448,U001,2023-05-11,2023,5,Weekend Movie,2067.48,628.6,4,1.18,Paid,U003
GRP00448,U002,2023-05-11,2023,5,Weekend Movie,2067.48,444.62,4,0.84,Paid,U001
GRP00448,U004,2023-05-11,2023,5,Weekend Movie,2067.48,522.57,4,0.98,Pending,U003
GRP00449,U003,2023-05-24,2023,5,Vacation Package,22365.43,5382.31,4,0.95,Paid,U001
GRP00449,U005,2023-05-24,2023,5,Vacation Package,22365.43,4820.04,4,0.85,Paid,U005
GRP00449,U001,2023-05-24,2023,5,Vacation Package,22365.43,6592.39,4,1.16,Paid,U001
GRP00449,U002,2023-05-24,2023,5,Vacation Package,22365.43,5570.69,4,0.98,Paid,U005
GRP00450,U003,2023-06-04,2023,6,House Groceries Split,2216.31,633.45,3,0.8,Paid,U003
GRP00450,U001,2023-06-04,2023,6,House Groceries Split,2216.31,834.0,3,1.06,Pending,U005
GRP00450,U005,2023-06-04,2023,6,House Groceries Split,2216.31,748.86,3,0.95,Paid,U001
GRP00451,U003,2023-06-24,2023,6,Concert Tickets,2504.49,683.62,3,0.83,Paid,U001
GRP00451,U001,2023-06-24,2023,6,Concert Tickets,2504.49,892.82,3,1.08,Paid,U003
GRP00451,U005,2023-06-24,2023,6,Concert Tickets,2504.49,928.05,3,1.12,Pending,U005
GRP00452,U003,2023-06-28,2023,6,Roommates Dinner,1542.39,516.87,3,0.96,Paid,U003
GRP00452,U001,2023-06-28,2023,6,Roommates Dinner,1542.39,510.18,3,0.95,Pending,U001
GRP00452,U004,2023-06-28,2023,6,Roommates Dinner,1542.39,515.34,3,0.96,Paid,U004
GRP00453,U003,2023-07-01,2023,7,Trip to Goa,23883.75,7383.37,4,1.16,Paid,U003
GRP00453,U005,2023-07-01,2023,7,Trip to Goa,23883.75,5859.26,4,0.92,Paid,U004
GRP00453,U001,2023-07-01,2023,7,Trip to Goa,23883.75,5190.41,4,0.81,Paid,U001
GRP00453,U004,2023-07-01,2023,7,Trip to Goa,23883.75,5450.71,4,0.85,Paid,U001
GRP00454,U003,2023-07-02,2023,7,Shared Uber,514.8,241.89,2,0.99,Pending,U004
GRP00454,U004,2023-07-02,2023,7,Shared Uber,514.8,272.91,2,1.12,Paid,U003
GRP00455,U003,2023-07-07,2023,7,Weekend Movie,1524.65,405.76,4,1.06,Paid,U002
GRP00455,U004,2023-07-07,2023,7,Weekend Movie,1524.65,390.98,4,1.02,Paid,U004
GRP00455,U002,2023-07-07,2023,7,Weekend Movie,1524.65,355.95,4,0.93,Paid,U003
GRP00455,U001,2023-07-07,2023,7,Weekend Movie,1524.65,371.95,4,0.97,Paid,U001
GRP00456,U003,2023-07-13,2023,7,Birthday Party,7038.28,1506.03,5,1.04,Pending,U001
GRP00456,U004,2023-07-13,2023,7,Birthday Party,7038.28,1265.35,5,0.87,Paid,U001
GRP00456,U002,2023-07-13,2023,7,Birthday Party,7038.28,1404.25,5,0.97,Paid,U004
GRP00456,U005,2023-07-13,2023,7,Birthday Party,7038.28,1315.36,5,0.91,Paid,U003
GRP00456,U001,2023-07-13,2023,7,Birthday Party,7038.28,1547.28,5,1.07,Paid,U005
GRP00457,U003,2023-07-15,2023,7,Birthday Party,7148.32,1427.28,5,1.06,Paid,U003
GRP00457,U001,2023-07-15,2023,7,Birthday Party,7148.32,1540.95,5,1.15,Paid,U001
GRP00457,U002,2023-07-15,2023,7,Birthday Party,7148.32,1154.39,5,0.86,Pending,U004
GRP00457,U004,2023-07-15,2023,7,Birthday Party,7148.32,1591.67,5,1.18,Paid,U001
GRP00457,U005,2023-07-15,2023,7,Birthday Party,7148.32,1434.03,5,1.07,Pending,U005
GRP00458,U003,2023-07-26,2023,7,Trip to Goa,24055.88,6630.4,4,1.08,Paid,U003
GRP00458,U002,2023-07-26,2023,7,Trip to Goa,24055.88,5859.66,4,0.95,Paid,U002
GRP00458,U004,2023-07-26,2023,7,Trip to Goa,24055.88,5873.65,4,0.95,Pending,U005
GRP00458,U005,2023-07-26,2023,7,Trip to Goa,24055.88,5692.18,4,0.92,Paid,U003
GRP00459,U003,2023-07-29,2023,7,Shared Uber,680.53,365.33,2,1.01,Paid,U003
GRP00459,U002,2023-07-29,2023,7,Shared Uber,680.53,315.2,2,0.87,Paid,U002
GRP00460,U003,2023-08-13,2023,8,Vacation Package,43219.98,10400.8,4,1.1,Paid,U002
GRP00460,U004,2023-08-13,2023,8,Vacation Package,43219.98,10940.58,4,1.16,Paid,U002
GRP00460,U002,2023-08-13,2023,8,Vacation Package,43219.98,11003.02,4,1.17,Paid,U004
GRP00460,U005,2023-08-13,2023,8,Vacation Package,43219.98,10875.58,4,1.15,Pending,U005
GRP00461,U003,2023-08-20,2023,8,Trip to Goa,18215.5,4568.64,4,0.95,Paid,U001
GRP00461,U001,2023-08-20,2023,8,Trip to Goa,18215.5,4178.98,4,0.87,Pending,U001
GRP00461,U004,2023-08-20,2023,8,Trip to Goa,18215.5,3981.17,4,0.82,Pending,U004
GRP00461,U005,2023-08-20,2023,8,Trip to Goa,18215.5,5486.71,4,1.14,Paid,U004
GRP00462,U003,2023-08-25,2023,8,Trip to Goa,28753.99,6533.2,4,0.85,Paid,U002
GRP00462,U004,2023-08-25,2023,8,Trip to Goa,28753.99,7250.45,4,0.95,Pending,U003
GRP00462,U001,2023-08-25,2023,8,Trip to Goa,28753.99,8848.7,4,1.16,Paid,U004
GRP00462,U002,2023-08-25,2023,8,Trip to Goa,28753.99,6121.65,4,0.8,Paid,U002
GRP00463,U003,2023-08-26,2023,8,House Groceries Split,4920.88,1506.93,3,0.99,Paid,U004
GRP00463,U005,2023-08-26,2023,8,House Groceries Split,4920.88,1763.24,3,1.16,Paid,U004
GRP00463,U004,2023-08-26,2023,8,House Groceries Split,4920.88,1650.72,3,1.09,Paid,U003
GRP00464,U003,2023-09-10,2023,9,House Groceries Split,2817.66,846.66,3,0.81,Paid,U001
GRP00464,U001,2023-09-10,2023,9,House Groceries Split,2817.66,873.43,3,0.84,Paid,U001
GRP00464,U005,2023-09-10,2023,9,House Groceries Split,2817.66,1097.57,3,1.06,Paid,U003
GRP00465,U003,2023-09-15,2023,9,Birthday Party,6152.39,1231.05,5,1.03,Pending,U001
GRP00465,U004,2023-09-15,2023,9,Birthday Party,6152.39,1305.36,5,1.09,Paid,U004
GRP00465,U002,2023-09-15,2023,9,Birthday Party,6152.39,1376.21,5,1.15,Paid,U003
GRP00465,U001,2023-09-15,2023,9,Birthday Party,6152.39,1067.47,5,0.89,Paid,U003
GRP00465,U005,2023-09-15,2023,9,Birthday Party,6152.39,1172.3,5,0.98,Pending,U001
GRP00466,U003,2023-10-18,2023,10,Shared Uber,495.56,246.75,2,1.09,Paid,U003
GRP00466,U004,2023-10-18,2023,10,Shared Uber,495.56,248.81,2,1.1,Paid,U003
GRP00467,U003,2023-10-21,2023,10,Concert Tickets,4772.96,1372.05,3,0.88,Paid,U003
GRP00467,U005,2023-10-21,2023,10,Concert Tickets,4772.96,1704.17,3,1.09,Paid,U005
GRP00467,U002,2023-10-21,2023,10,Concert Tickets,4772.96,1696.74,3,1.09,Pending,U002
GRP00468,U003,2023-11-03,2023,11,Concert Tickets,4876.13,1699.72,3,1.14,Paid,U004
GRP00468,U004,2023-11-03,2023,11,Concert Tickets,4876.13,1562.75,3,1.05,Paid,U003
GRP00468,U002,2023-11-03,2023,11,Concert Tickets,4876.13,1613.66,3,1.09,Pending,U004
GRP00469,U003,2023-11-05,2023,11,Trip to Goa,34172.06,7043.69,4,0.91,Paid,U005
GRP00469,U005,2023-11-05,2023,11,Trip to Goa,34172.06,9259.66,4,1.2,Pending,U002
GRP00469,U002,2023-11-05,2023,11,Trip to Goa,34172.06,9042.62,4,1.17,Paid,U002
GRP00469,U001,2023-11-05,2023,11,Trip to Goa,34172.06,8826.1,4,1.14,Paid,U005
GRP00470,U003,2023-11-06,2023,11,Office Team Lunch,4453.96,926.69,5,1.09,Paid,U001
GRP00470,U001,2023-11-06,2023,11,Office Team Lunch,4453.96,878.57,5,1.03,Pending,U005
GRP00470,U004,2023-11-06,2023,11,Office Team Lunch,4453.96,1003.33,5,1.18,Paid,U004
GRP00470,U002,2023-11-06,2023,11,Office Team Lunch,4453.96,872.97,5,1.02,Paid,U002
GRP00470,U005,2023-11-06,2023,11,Office Team Lunch,4453.96,772.41,5,0.9,Paid,U005
GRP00471,U003,2023-11-08,2023,11,Vacation Package,34431.58,7457.36,4,0.94,Paid,U003
GRP00471,U002,2023-11-08,2023,11,Vacation Package,34431.58,9175.02,4,1.16,Pending,U002
GRP00471,U001,2023-11-08,2023,11,Vacation Package,34431.58,8692.87,4,1.1,Paid,U003
GRP00471,U005,2023-11-08,2023,11,Vacation Package,34431.58,9106.34,4,1.15,Pending,U002
GRP00472,U003,2023-11-12,2023,11,Roommates Dinner,1945.44,594.26,3,0.93,Paid,U002
GRP00472,U005,2023-11-12,2023,11,Roommates Dinner,1945.44,651.11,3,1.02,Paid,U002
GRP00472,U002,2023-11-12,2023,11,Roommates Dinner,1945.44,700.07,3,1.1,Pending,U002
GRP00473,U003,2023-12-02,2023,12,Weekend Movie,1877.84,391.96,4,0.88,Paid,U003
GRP00473,U001,2023-12-02,2023,12,Weekend Movie,1877.84,515.19,4,1.16,Pending,U002
GRP00473,U002,2023-12-02,2023,12,Weekend Movie,1877.84,487.5,4,1.1,Pending,U001
GRP00473,U005,2023-12-02,2023,12,Weekend Movie,1877.84,483.19,4,1.09,Paid,U003
GRP00474,U003,2023-12-29,2023,12,Trip to Goa,18287.32,3837.5,4,0.83,Paid,U003
GRP00474,U001,2023-12-29,2023,12,Trip to Goa,18287.32,4943.32,4,1.08,Pending,U005
GRP00474,U005,2023-12-29,2023,12,Trip to Goa,18287.32,5397.98,4,1.17,Paid,U004
GRP00474,U004,2023-12-29,2023,12,Trip to Goa,18287.32,4108.51,4,0.89,Paid,U004
GRP00475,U003,2024-01-19,2024,1,Shared Uber,564.85,287.95,2,0.97,Pending,U002
GRP00475,U002,2024-01-19,2024,1,Shared Uber,564.85,276.91,2,0.94,Paid,U003
GRP00476,U003,2024-02-04,2024,2,Weekend Movie,1869.15,557.59,4,1.14,Paid,U004
GRP00476,U004,2024-02-04,2024,2,Weekend Movie,1869.15,405.22,4,0.83,Pending,U004
GRP00476,U002,2024-02-04,2024,2,Weekend Movie,1869.15,490.57,4,1.0,Pending,U005
GRP00476,U005,2024-02-04,2024,2,Weekend Movie,1869.15,415.77,4,0.85,Paid,U003
GRP00477,U003,2024-02-11,2024,2,Shared Uber,409.34,209.24,2,0.95,Paid,U002
GRP00477,U002,2024-02-11,2024,2,Shared Uber,409.34,200.1,2,0.91,Paid,U002
GRP00478,U003,2024-03-22,2024,3,Roommates Dinner,2303.6,821.55,3,1.17,Paid,U004
GRP00478,U001,2024-03-22,2024,3,Roommates Dinner,2303.6,718.24,3,1.02,Paid,U003
GRP00478,U004,2024-03-22,2024,3,Roommates Dinner,2303.6,763.81,3,1.09,Pending,U004
GRP00479,U003,2024-03-27,2024,3,Shared Uber,669.16,327.39,2,0.94,Paid,U003
GRP00479,U004,2024-03-27,2024,3,Shared Uber,669.16,341.76,2,0.98,Paid,U003
GRP00480,U003,2024-03-31,2024,3,House Groceries Split,4058.64,1281.4,3,0.95,Pending,U003
GRP00480,U001,2024-03-31,2024,3,House Groceries Split,4058.64,1167.54,3,0.87,Paid,U003
GRP00480,U005,2024-03-31,2024,3,House Groceries Split,4058.64,1609.7,3,1.19,Paid,U005
GRP00481,U003,2024-04-11,2024,4,Shared Uber,784.72,333.55,2,0.87,Paid,U002
GRP00481,U002,2024-04-11,2024,4,Shared Uber,784.72,451.17,2,1.18,Paid,U003
GRP00482,U003,2024-04-28,2024,4,Vacation Package,30888.89,6497.9,4,0.86,Pending,U003
GRP00482,U004,2024-04-28,2024,4,Vacation Package,30888.89,7156.04,4,0.94,Pending,U002
GRP00482,U002,2024-04-28,2024,4,Vacation Package,30888.89,8703.76,4,1.15,Pending,U005
GRP00482,U005,2024-04-28,2024,4,Vacation Package,30888.89,8531.19,4,1.12,Paid,U004
GRP00483,U003,2024-05-07,2024,5,Vacation Package,36559.43,9684.26,4,1.04,Pending,U001
GRP00483,U001,2024-05-07,2024,5,Vacation Package,36559.43,7982.06,4,0.86,Pending,U003
GRP00483,U002,2024-05-07,2024,5,Vacation Package,36559.43,9972.49,4,1.07,Paid,U005
GRP00483,U005,2024-05-07,2024,5,Vacation Package,36559.43,8920.61,4,0.96,Pending,U001
GRP00484,U003,2024-06-08,2024,6,Shared Uber,545.83,244.84,2,0.95,Paid,U003
GRP00484,U002,2024-06-08,2024,6,Shared Uber,545.83,300.99,2,1.17,Pending,U003
GRP00485,U003,2024-06-13,2024,6,Trip to Goa,25538.93,5662.94,4,0.86,Paid,U002
GRP00485,U005,2024-06-13,2024,6,Trip to Goa,25538.93,7232.05,4,1.1,Pending,U005
GRP00485,U002,2024-06-13,2024,6,Trip to Goa,25538.93,7289.39,4,1.11,Paid,U003
GRP00485,U004,2024-06-13,2024,6,Trip to Goa,25538.93,5354.55,4,0.82,Pending,U002
GRP00486,U003,2024-07-03,2024,7,Trip to Goa,22913.44,5568.82,4,0.94,Pending,U005
GRP00486,U005,2024-07-03,2024,7,Trip to Goa,22913.44,5972.04,4,1.01,Paid,U002
GRP00486,U004,2024-07-03,2024,7,Trip to Goa,22913.44,5516.89,4,0.93,Paid,U004
GRP00486,U002,2024-07-03,2024,7,Trip to Goa,22913.44,5855.69,4,0.99,Pending,U003
GRP00487,U003,2024-07-14,2024,7,Concert Tickets,5121.98,1734.41,3,1.04,Paid,U004
GRP00487,U002,2024-07-14,2024,7,Concert Tickets,5121.98,1596.43,3,0.96,Pending,U003
GRP00487,U004,2024-07-14,2024,7,Concert Tickets,5121.98,1791.14,3,1.08,Pending,U002
GRP00488,U003,2024-07-17,2024,7,Trip to Goa,25806.25,6693.64,4,0.99,Paid,U003
GRP00488,U005,2024-07-17,2024,7,Trip to Goa,25806.25,6236.21,4,0.92,Paid,U003
GRP00488,U001,2024-07-17,2024,7,Trip to Goa,25806.25,6286.63,4,0.93,Paid,U001
GRP00488,U004,2024-07-17,2024,7,Trip to Goa,25806.25,6589.77,4,0.97,Pending,U001
GRP00489,U003,2024-07-21,2024,7,Roommates Dinner,3528.34,1102.53,3,0.88,Paid,U005
GRP00489,U005,2024-07-21,2024,7,Roommates Dinner,3528.34,1103.96,3,0.88,Pending,U004
GRP00489,U004,2024-07-21,2024,7,Roommates Dinner,3528.34,1321.86,3,1.05,Paid,U004
GRP00490,U003,2024-07-22,2024,7,Birthday Party,6606.68,1359.61,5,1.11,Pending,U001
GRP00490,U001,2024-07-22,2024,7,Birthday Party,6606.68,1398.83,5,1.15,Paid,U003
GRP00490,U005,2024-07-22,2024,7,Birthday Party,6606.68,1307.39,5,1.07,Paid,U003
GRP00490,U002,2024-07-22,2024,7,Birthday Party,6606.68,1464.7,5,1.2,Pending,U003
GRP00490,U004,2024-07-22,2024,7,Birthday Party,6606.68,1076.16,5,0.88,Pending,U002
GRP00491,U003,2024-08-03,2024,8,Concert Tickets,2113.61,719.77,3,1.03,Paid,U002
GRP00491,U001,2024-08-03,2024,8,Concert Tickets,2113.61,801.62,3,1.15,Paid,U001
GRP00491,U002,2024-08-03,2024,8,Concert Tickets,2113.61,592.21,3,0.85,Pending,U003
GRP00492,U003,2024-08-11,2024,8,Roommates Dinner,3656.66,1294.09,3,1.14,Paid,U002
GRP00492,U001,2024-08-11,2024,8,Roommates Dinner,3656.66,1193.79,3,1.05,Paid,U003
GRP00492,U002,2024-08-11,2024,8,Roommates Dinner,3656.66,1168.79,3,1.03,Paid,U002
GRP00493,U003,2024-08-12,2024,8,Shared Uber,669.53,380.36,2,1.1,Pending,U005
GRP00493,U005,2024-08-12,2024,8,Shared Uber,669.53,289.17,2,0.84,Paid,U005
GRP00494,U003,2024-08-25,2024,8,Shared Uber,340.17,149.99,2,0.92,Pending,U001
GRP00494,U001,2024-08-25,2024,8,Shared Uber,340.17,190.19,2,1.16,Paid,U003
GRP00495,U003,2024-09-06,2024,9,Trip to Goa,18095.37,4787.53,4,1.09,Paid,U003
GRP00495,U002,2024-09-06,2024,9,Trip to Goa,18095.37,4694.99,4,1.07,Pending,U003
GRP00495,U005,2024-09-06,2024,9,Trip to Goa,18095.37,4601.84,4,1.05,Paid,U003
GRP00495,U004,2024-09-06,2024,9,Trip to Goa,18095.37,4011.02,4,0.91,Paid,U003
GRP00496,U003,2024-09-10,2024,9,Weekend Movie,2490.02,673.13,4,1.14,Paid,U001
GRP00496,U005,2024-09-10,2024,9,Weekend Movie,2490.02,477.67,4,0.81,Paid,U005
GRP00496,U004,2024-09-10,2024,9,Weekend Movie,2490.02,689.45,4,1.17,Paid,U004
GRP00496,U001,2024-09-10,2024,9,Weekend Movie,2490.02,649.76,4,1.1,Paid,U003
GRP00497,U003,2024-09-21,2024,9,Shared Uber,759.74,389.29,2,0.95,Paid,U002
GRP00497,U002,2024-09-21,2024,9,Shared Uber,759.74,370.45,2,0.9,Paid,U003
GRP00498,U003,2024-09-28,2024,9,House Groceries Split,3320.33,1191.53,3,1.14,Pending,U003
GRP00498,U001,2024-09-28,2024,9,House Groceries Split,3320.33,1113.21,3,1.06,Paid,U005
GRP00498,U005,2024-09-28,2024,9,House Groceries Split,3320.33,1015.59,3,0.97,Paid,U003
GRP00499,U003,2024-10-02,2024,10,Birthday Party,3915.79,857.31,5,1.04,Paid,U002
GRP00499,U005,2024-10-02,2024,10,Birthday Party,3915.79,956.01,5,1.15,Pending,U002
GRP00499,U002,2024-10-02,2024,10,Birthday Party,3915.79,702.53,5,0.85,Paid,U005
GRP00499,U004,2024-10-02,2024,10,Birthday Party,3915.79,673.77,5,0.81,Paid,U003
GRP00499,U001,2024-10-02,2024,10,Birthday Party,3915.79,726.16,5,0.88,Paid,U002
GRP00500,U003,2024-10-05,2024,10,Vacation Package,21771.65,5877.11,4,1.06,Paid,U004
GRP00500,U004,2024-10-05,2024,10,Vacation Package,21771.65,5374.45,4,0.97,Paid,U005
GRP00500,U002,2024-10-05,2024,10,Vacation Package,21771.65,5042.79,4,0.91,Paid,U002
GRP00500,U005,2024-10-05,2024,10,Vacation Package,21771.65,5477.29,4,0.99,Paid,U002
GRP00501,U003,2024-10-06,2024,10,Office Team Lunch,3339.89,715.53,5,1.06,Paid,U004
GRP00501,U002,2024-10-06,2024,10,Office Team Lunch,3339.89,644.63,5,0.96,Paid,U003
GRP00501,U001,2024-10-06,2024,10,Office Team Lunch,3339.89,608.94,5,0.9,Pending,U003
GRP00501,U005,2024-10-06,2024,10,Office Team Lunch,3339.89,766.16,5,1.14,Paid,U005
GRP00501,U004,2024-10-06,2024,10,Office Team Lunch,3339.89,604.63,5,0.9,Pending,U002
GRP00502,U003,2024-11-02,2024,11,House Groceries Split,2898.72,991.19,3,1.06,Pending,U004
GRP00502,U005,2024-11-02,2024,11,House Groceries Split,2898.72,969.07,3,1.03,Paid,U003
GRP00502,U004,2024-11-02,2024,11,House Groceries Split,2898.72,938.45,3,1.0,Paid,U005
GRP00503,U003,2024-12-13,2024,12,House Groceries Split,2562.03,955.83,3,1.17,Paid,U005
GRP00503,U005,2024-12-13,2024,12,House Groceries Split,2562.03,683.36,3,0.84,Pending,U003
GRP00503,U002,2024-12-13,2024,12,House Groceries Split,2562.03,922.84,3,1.13,Paid,U002
GRP00504,U004,2020-01-02,2020,1,Shared Uber,373.44,181.21,2,0.93,Paid,U002
GRP00504,U002,2020-01-02,2020,1,Shared Uber,373.44,192.23,2,0.98,Paid,U004
GRP00505,U004,2020-01-03,2020,1,Weekend Movie,1680.81,489.29,4,1.15,Pending,U005
GRP00505,U001,2020-01-03,2020,1,Weekend Movie,1680.81,362.77,4,0.85,Pending,U004
GRP00505,U003,2020-01-03,2020,1,Weekend Movie,1680.81,405.32,4,0.95,Paid,U004
GRP00505,U005,2020-01-03,2020,1,Weekend Movie,1680.81,423.43,4,0.99,Paid,U003
GRP00506,U004,2020-01-10,2020,1,Birthday Party,5919.24,1181.81,5,0.98,Pending,U003
GRP00506,U001,2020-01-10,2020,1,Birthday Party,5919.24,1159.14,5,0.96,Pending,U002
GRP00506,U003,2020-01-10,2020,1,Birthday Party,5919.24,1148.24,5,0.95,Paid,U005
GRP00506,U005,2020-01-10,2020,1,Birthday Party,5919.24,1290.86,5,1.07,Pending,U005
GRP00506,U002,2020-01-10,2020,1,Birthday Party,5919.24,1139.19,5,0.94,Paid,U002
GRP00507,U004,2020-01-11,2020,1,Weekend Movie,1881.51,439.77,4,0.87,Paid,U003
GRP00507,U003,2020-01-11,2020,1,Weekend Movie,1881.51,542.0,4,1.07,Paid,U005
GRP00507,U005,2020-01-11,2020,1,Weekend Movie,1881.51,408.7,4,0.81,Paid,U003
GRP00507,U002,2020-01-11,2020,1,Weekend Movie,1881.51,491.06,4,0.97,Paid,U002
GRP00508,U004,2020-01-12,2020,1,Trip to Goa,17286.4,5005.4,4,1.18,Paid,U001
GRP00508,U001,2020-01-12,2020,1,Trip to Goa,17286.4,4881.96,4,1.15,Paid,U003
GRP00508,U003,2020-01-12,2020,1,Trip to Goa,17286.4,3712.47,4,0.87,Paid,U003
GRP00508,U005,2020-01-12,2020,1,Trip to Goa,17286.4,3686.56,4,0.87,Pending,U003
GRP00509,U004,2020-01-19,2020,1,House Groceries Split,2927.19,847.21,3,0.87,Paid,U003
GRP00509,U003,2020-01-19,2020,1,House Groceries Split,2927.19,1073.96,3,1.11,Paid,U003
GRP00509,U005,2020-01-19,2020,1,House Groceries Split,2927.19,1006.02,3,1.04,Paid,U005
GRP00510,U004,2020-01-26,2020,1,Trip to Goa,28990.81,7586.14,4,1.05,Paid,U004
GRP00510,U001,2020-01-26,2020,1,Trip to Goa,28990.81,6489.96,4,0.9,Pending,U005
GRP00510,U002,2020-01-26,2020,1,Trip to Goa,28990.81,6782.08,4,0.94,Paid,U004
GRP00510,U005,2020-01-26,2020,1,Trip to Goa,28990.81,8132.63,4,1.13,Pending,U002
GRP00511,U004,2020-02-02,2020,2,Trip to Goa,34881.66,8376.34,4,0.97,Paid,U005
GRP00511,U002,2020-02-02,2020,2,Trip to Goa,34881.66,7255.38,4,0.84,Paid,U001
GRP00511,U005,2020-02-02,2020,2,Trip to Goa,34881.66,9076.64,4,1.05,Pending,U001
GRP00511,U001,2020-02-02,2020,2,Trip to Goa,34881.66,10173.31,4,1.18,Paid,U001
GRP00512,U004,2020-02-22,2020,2,Trip to Goa,31171.58,7593.73,4,0.97,Paid,U003
GRP00512,U003,2020-02-22,2020,2,Trip to Goa,31171.58,9183.79,4,1.17,Pending,U003
GRP00512,U001,2020-02-22,2020,2,Trip to Goa,31171.58,7993.94,4,1.02,Pending,U001
