transaction_id,user_id,date,year,month,amount,category,transaction_type,description,payment_method,is_recurring,merchant
TXN007978,U003,2022-08-06,2022,8,631.08,Dining,debit,Local Restaurant,Debit Card,False,Domino's
TXN007979,U003,2022-08-06,2022,8,1679.23,Transport,debit,Auto,Credit Card,False,Metro Card
TXN007980,U003,2022-08-07,2022,8,838.36,Dining,debit,Swiggy,Debit Card,False,Zomato
TXN007981,U003,2022-08-07,2022,8,476.46,Transport,debit,Parking,Cash,False,Parking
TXN007982,U003,2022-08-08,2022,8,2038.8,Entertainment,debit,Netflix,Cash,False,Spotify
TXN007983,U003,2022-08-08,2022,8,1251.43,Transport,debit,Petrol,Debit Card,False,Auto
TXN007984,U003,2022-08-10,2022,8,2541.0,Entertainment,debit,Netflix,Debit Card,False,Netflix
TXN007985,U003,2022-08-10,2022,8,2869.41,Shopping,debit,Amazon,Cash,False,Myntra
TXN007986,U003,2022-08-11,2022,8,354.78,Dining,debit,McDonald's,Debit Card,False,McDonald's
TXN007987,U003,2022-08-11,2022,8,3872.78,Shopping,debit,Myntra,Debit Card,False,Nike Store
TXN007988,U003,2022-08-12,2022,8,606.25,Dining,debit,Zomato,Credit Card,False,Domino's
TXN007989,U003,2022-08-12,2022,8,934.93,Transport,debit,Petrol,Cash,False,Petrol
TXN007990,U003,2022-08-13,2022,8,924.16,Entertainment,debit,Gaming,Debit Card,False,Amazon Prime
TXN007991,U003,2022-08-13,2022,8,854.56,Healthcare,debit,Doctor Consultation,Credit Card,False,Doctor Consultation
TXN007992,U003,2022-08-14,2022,8,1641.78,Transport,debit,Parking,Cash,False,Metro Card
TXN007993,U003,2022-08-15,2022,8,1735.45,Groceries,debit,Reliance Fresh,Debit Card,False,BigBasket
TXN007994,U003,2022-08-15,2022,8,905.13,Dining,debit,Swiggy,Debit Card,False,Local Restaurant
TXN007995,U003,2022-08-15,2022,8,1322.46,Shopping,debit,Amazon,UPI,False,Flipkart
TXN007996,U003,2022-08-16,2022,8,3820.79,Travel,debit,Ola,UPI,False,Indian Railways
TXN007997,U003,2022-08-17,2022,8,292.08,Dining,debit,Swiggy,UPI,False,Domino's
TXN007998,U003,2022-08-17,2022,8,2732.5,Travel,debit,Uber,Credit Card,False,Indian Railways
TXN007999,U003,2022-08-18,2022,8,2042.92,Dining,debit,Domino's,Credit Card,False,Domino's
TXN008000,U003,2022-08-18,2022,8,1336.69,Utilities,debit,Mobile Recharge,Debit Card,True,Mobile Recharge
TXN008001,U003,2022-08-18,2022,8,2312.35,Shopping,debit,Nike Store,Debit Card,False,Local Mall
TXN008002,U003,2022-08-18,2022,8,875.08,Transport,debit,Metro Card,Debit Card,False,Parking
TXN008003,U003,2022-08-19,2022,8,850.98,Dining,debit,Swiggy,UPI,False,Cafe
TXN008004,U003,2022-08-19,2022,8,454.3,Transport,debit,Parking,Cash,False,Auto
TXN008005,U003,2022-08-19,2022,8,482.24,Subscriptions,debit,Gym Membership,Credit Card,True,Cloud Storage
TXN008006,U003,2022-08-20,2022,8,625.42,Groceries,debit,DMart,Credit Card,False,BigBasket
TXN008007,U003,2022-08-20,2022,8,1994.36,Dining,debit,McDonald's,UPI,False,McDonald's
TXN008008,U003,2022-08-21,2022,8,1802.58,Utilities,debit,DTH Recharge,UPI,True,Internet Bill
TXN008009,U003,2022-08-22,2022,8,1374.51,Groceries,debit,DMart,Cash,False,Local Kirana
TXN008010,U003,2022-08-22,2022,8,2167.14,Dining,debit,Cafe,Credit Card,False,Local Restaurant
TXN008011,U003,2022-08-23,2022,8,667.9,Groceries,debit,DMart,Debit Card,False,More Supermarket
TXN008012,U003,2022-08-23,2022,8,567.06,Dining,debit,Swiggy,Credit Card,False,Zomato
TXN008013,U003,2022-08-24,2022,8,888.07,Dining,debit,Local Restaurant,UPI,False,Swiggy
TXN008014,U003,2022-08-24,2022,8,1159.69,Entertainment,debit,Spotify,UPI,False,Gaming
TXN008015,U003,2022-08-24,2022,8,2760.92,Bills,debit,Electricity Bill,UPI,True,Electricity Bill
TXN008016,U003,2022-08-25,2022,8,1874.58,Groceries,debit,Reliance Fresh,UPI,False,BigBasket
TXN008017,U003,2022-08-26,2022,8,1108.06,Dining,debit,Zomato,Debit Card,False,McDonald's
TXN008018,U003,2022-08-28,2022,8,1462.35,Dining,debit,Local Restaurant,Debit Card,False,McDonald's
TXN008019,U003,2022-08-29,2022,8,1213.05,Groceries,debit,Local Kirana,Cash,False,More Supermarket
TXN008020,U003,2022-08-29,2022,8,1828.77,Healthcare,debit,Lab Tests,Credit Card,False,Hospital
TXN008021,U003,2022-08-30,2022,8,2051.79,Groceries,debit,More Supermarket,Credit Card,False,Local Kirana
TXN008022,U003,2022-08-30,2022,8,946.64,Dining,debit,Zomato,Cash,False,McDonald's
TXN008023,U003,2022-08-31,2022,8,869.73,Dining,debit,Cafe,UPI,False,Zomato
TXN008024,U003,2022-09-01,2022,9,72000.0,Salary,credit,Monthly Salary Credit,Bank Transfer,True,Employer
TXN008025,U003,2022-09-01,2022,9,999.66,Healthcare,debit,Doctor Consultation,Debit Card,False,Lab Tests
TXN008026,U003,2022-09-02,2022,9,406.85,Dining,debit,Swiggy,Debit Card,False,Zomato
TXN008027,U003,2022-09-02,2022,9,1080.19,Transport,debit,Parking,Credit Card,False,Parking
TXN008028,U003,2022-09-03,2022,9,515.49,Dining,debit,Zomato,Credit Card,False,Local Restaurant
TXN008029,U003,2022-09-03,2022,9,1667.54,Shopping,debit,Myntra,UPI,False,Myntra
TXN008030,U003,2022-09-04,2022,9,524.13,Dining,debit,Cafe,UPI,False,Swiggy
TXN008031,U003,2022-09-04,2022,9,1689.0,Entertainment,debit,Amazon Prime,Cash,False,BookMyShow
TXN008032,U003,2022-09-04,2022,9,705.62,Transport,debit,Parking,UPI,False,Auto
TXN008033,U003,2022-09-05,2022,9,1853.55,Groceries,debit,Local Kirana,Cash,False,BigBasket
TXN008034,U003,2022-09-05,2022,9,1287.23,Shopping,debit,Nike Store,Debit Card,False,Nike Store
TXN008035,U003,2022-09-05,2022,9,879.9,Transport,debit,Metro Card,Credit Card,False,Auto
TXN008036,U003,2022-09-05,2022,9,7154.89,Investment,debit,PPF,Bank Transfer,True,PPF
TXN008037,U003,2022-09-05,2022,9,3337.53,Investment,debit,Mutual Fund SIP,Bank Transfer,True,Mutual Fund SIP
TXN008038,U003,2022-09-05,2022,9,5402.04,Investment,debit,PPF,Bank Transfer,True,PPF
TXN008039,U003,2022-09-06,2022,9,771.52,Dining,debit,Local Restaurant,Cash,False,McDonald's
TXN008040,U003,2022-09-06,2022,9,867.4,Transport,debit,Metro Card,Cash,False,Petrol
TXN008041,U003,2022-09-07,2022,9,2631.16,Groceries,debit,Local Kirana,Cash,False,More Supermarket
TXN008042,U003,2022-09-07,2022,9,1059.71,Dining,debit,Cafe,Credit Card,False,Cafe
TXN008043,U003,2022-09-07,2022,9,366.17,Transport,debit,Parking,Cash,False,Metro Card
TXN008044,U003,2022-09-08,2022,9,1145.33,Dining,debit,McDonald's,UPI,False,Cafe
TXN008045,U003,2022-09-08,2022,9,2854.68,Shopping,debit,Local Mall,Cash,False,Amazon
TXN008046,U003,2022-09-09,2022,9,2112.94,Dining,debit,Zomato,Debit Card,False,McDonald's
TXN008047,U003,2022-09-11,2022,9,864.56,Healthcare,debit,Doctor Consultation,Cash,False,Hospital
TXN008048,U003,2022-09-11,2022,9,806.64,Transport,debit,Parking,Credit Card,False,Petrol
TXN008049,U003,2022-09-12,2022,9,520.72,Dining,debit,Domino's,Credit Card,False,Cafe
TXN008050,U003,2022-09-13,2022,9,2863.58,Bills,debit,Water Bill,Credit Card,True,Water Bill
TXN008051,U003,2022-09-14,2022,9,2152.95,Entertainment,debit,Amazon Prime,Debit Card,False,BookMyShow
TXN008052,U003,2022-09-14,2022,9,1193.37,Transport,debit,Metro Card,Credit Card,False,Metro Card
TXN008053,U003,2022-09-15,2022,9,28480.45,Investment,debit,Fixed Deposit,Bank Transfer,False,Fixed Deposit
TXN008054,U003,2022-09-15,2022,9,14464.28,Investment,debit,Gold ETF,Bank Transfer,False,Gold ETF
TXN008055,U003,2022-09-17,2022,9,1647.37,Entertainment,debit,BookMyShow,Credit Card,False,BookMyShow
TXN008056,U003,2022-09-18,2022,9,1611.74,Shopping,debit,Myntra,Debit Card,False,Nike Store
TXN008057,U003,2022-09-20,2022,9,1619.56,Healthcare,debit,Lab Tests,Credit Card,False,Lab Tests
TXN008058,U003,2022-09-20,2022,9,1487.56,Transport,debit,Metro Card,Debit Card,False,Parking
TXN008059,U003,2022-09-21,2022,9,722.68,Groceries,debit,More Supermarket,Cash,False,Local Kirana
TXN008060,U003,2022-09-21,2022,9,2044.67,Entertainment,debit,Spotify,Credit Card,False,Netflix
TXN008061,U003,2022-09-22,2022,9,948.81,Groceries,debit,Reliance Fresh,Debit Card,False,DMart
TXN008062,U003,2022-09-22,2022,9,2229.21,Entertainment,debit,Amazon Prime,UPI,False,Netflix
TXN008063,U003,2022-09-23,2022,9,1394.26,Groceries,debit,Local Kirana,Debit Card,False,More Supermarket
TXN008064,U003,2022-09-23,2022,9,1329.18,Shopping,debit,Nike Store,Credit Card,False,Flipkart
TXN008065,U003,2022-09-25,2022,9,2045.71,Dining,debit,Cafe,Credit Card,False,Local Restaurant
TXN008066,U003,2022-09-25,2022,9,1288.0,Shopping,debit,Nike Store,UPI,False,Flipkart
TXN008067,U003,2022-09-26,2022,9,2356.87,Dining,debit,Cafe,Cash,False,Swiggy
TXN008068,U003,2022-09-26,2022,9,3209.93,Education,debit,Books,UPI,False,Udemy
TXN008069,U003,2022-09-27,2022,9,4107.3,Shopping,debit,Flipkart,Cash,False,Amazon
TXN008070,U003,2022-09-28,2022,9,1862.91,Dining,debit,Domino's,Cash,False,McDonald's
TXN008071,U003,2022-09-29,2022,9,1423.24,Entertainment,debit,Amazon Prime,Debit Card,False,BookMyShow
TXN008072,U003,2022-09-29,2022,9,402.28,Transport,debit,Parking,Cash,False,Auto
TXN008073,U003,2022-09-30,2022,9,740.17,Dining,debit,Local Restaurant,Credit Card,False,Cafe
TXN008074,U003,2022-09-30,2022,9,1528.14,Transport,debit,Parking,Cash,False,Metro Card
TXN008075,U003,2022-10-01,2022,10,72000.0,Salary,credit,Monthly Salary Credit,Bank Transfer,True,Employer
TXN008076,U003,2022-10-01,2022,10,947.03,Dining,debit,Zomato,Credit Card,False,Zomato
TXN008077,U003,2022-10-02,2022,10,983.88,Groceries,debit,DMart,Debit Card,False,Reliance Fresh
TXN008078,U003,2022-10-02,2022,10,2355.49,Dining,debit,Cafe,Debit Card,False,Zomato
TXN008079,U003,2022-10-03,2022,10,2031.92,Groceries,debit,Reliance Fresh,Debit Card,False,DMart
TXN008080,U003,2022-10-03,2022,10,1347.56,Dining,debit,Local Restaurant,Debit Card,False,Domino's
TXN008081,U003,2022-10-04,2022,10,1070.95,Dining,debit,Domino's,Credit Card,False,Cafe
TXN008082,U003,2022-10-04,2022,10,628.59,Transport,debit,Metro Card,Debit Card,False,Parking
TXN008083,U003,2022-10-04,2022,10,710.37,Subscriptions,debit,Cloud Storage,Debit Card,True,Magazine
TXN008084,U003,2022-10-05,2022,10,1299.75,Groceries,debit,Local Kirana,UPI,False,More Supermarket
TXN008085,U003,2022-10-05,2022,10,2901.62,Entertainment,debit,Gaming,Debit Card,False,Amazon Prime
TXN008086,U003,2022-10-05,2022,10,1086.68,Transport,debit,Auto,Debit Card,False,Petrol
TXN008087,U003,2022-10-05,2022,10,10909.44,Investment,debit,PPF,Bank Transfer,True,PPF
TXN008088,U003,2022-10-05,2022,10,6444.03,Investment,debit,Mutual Fund SIP,Bank Transfer,True,Mutual Fund SIP
TXN008089,U003,2022-10-06,2022,10,424.0,Transport,debit,Metro Card,Debit Card,False,Metro Card
TXN008090,U003,2022-10-07,2022,10,2044.69,Groceries,debit,BigBasket,Credit Card,False,More Supermarket
TXN008091,U003,2022-10-08,2022,10,1262.27,Entertainment,debit,Spotify,Cash,False,Gaming
TXN008092,U003,2022-10-09,2022,10,1702.62,Groceries,debit,DMart,Debit Card,False,Reliance Fresh
TXN008093,U003,2022-10-09,2022,10,722.08,Dining,debit,McDonald's,Cash,False,McDonald's
TXN008094,U003,2022-10-09,2022,10,1722.94,Healthcare,debit,Doctor Consultation,Credit Card,False,Lab Tests
TXN008095,U003,2022-10-09,2022,10,1040.42,Transport,debit,Parking,Debit Card,False,Petrol
TXN008096,U003,2022-10-10,2022,10,1318.42,Healthcare,debit,Lab Tests,UPI,False,Lab Tests
TXN008097,U003,2022-10-12,2022,10,1964.21,Groceries,debit,Local Kirana,UPI,False,DMart
TXN008098,U003,2022-10-12,2022,10,1560.52,Dining,debit,Swiggy,Debit Card,False,Zomato
TXN008099,U003,2022-10-12,2022,10,1567.92,Travel,debit,Ola,Cash,False,Uber
TXN008100,U003,2022-10-14,2022,10,2339.42,Bills,debit,Electricity Bill,Debit Card,True,Water Bill
TXN008101,U003,2022-10-15,2022,10,425.58,Transport,debit,Auto,Credit Card,False,Auto
TXN008102,U003,2022-10-16,2022,10,529.87,Groceries,debit,More Supermarket,Debit Card,False,Reliance Fresh
TXN008103,U003,2022-10-16,2022,10,1854.43,Entertainment,debit,Amazon Prime,Cash,False,Spotify
TXN008104,U003,2022-10-16,2022,10,24962.26,Investment,debit,Stocks,Bank Transfer,False,Stocks
TXN008105,U003,2022-10-17,2022,10,1461.3,Dining,debit,Zomato,Debit Card,False,Domino's
TXN008106,U003,2022-10-17,2022,10,453.31,Transport,debit,Petrol,UPI,False,Petrol
TXN008107,U003,2022-10-17,2022,10,1436.56,Subscriptions,debit,Gym Membership,Credit Card,True,Gym Membership
TXN008108,U003,2022-10-18,2022,10,6284.16,Travel,debit,Ola,Credit Card,False,IndiGo
TXN008109,U003,2022-10-18,2022,10,2256.79,Shopping,debit,Nike Store,Credit Card,False,Amazon
TXN008110,U003,2022-10-19,2022,10,347.7,Dining,debit,Domino's,UPI,False,Zomato
TXN008111,U003,2022-10-19,2022,10,1141.8,Entertainment,debit,BookMyShow,UPI,False,Amazon Prime
TXN008112,U003,2022-10-19,2022,10,450.74,Transport,debit,Metro Card,Credit Card,False,Parking
TXN008113,U003,2022-10-20,2022,10,1678.99,Groceries,debit,DMart,Cash,False,BigBasket
TXN008114,U003,2022-10-22,2022,10,1948.65,Entertainment,debit,BookMyShow,Debit Card,False,Spotify
TXN008115,U003,2022-10-23,2022,10,489.51,Dining,debit,McDonald's,Cash,False,McDonald's
TXN008116,U003,2022-10-23,2022,10,16986.23,Rent,debit,Monthly Rent,Debit Card,True,Monthly Rent
TXN008117,U003,2022-10-24,2022,10,3389.27,Insurance,debit,Vehicle Insurance,Debit Card,True,Health Insurance
TXN008118,U003,2022-10-25,2022,10,1845.56,Dining,debit,Cafe,Credit Card,False,Zomato
TXN008119,U003,2022-10-25,2022,10,2044.68,Shopping,debit,Myntra,Debit Card,False,Myntra
TXN008120,U003,2022-10-26,2022,10,1916.96,Groceries,debit,More Supermarket,UPI,False,More Supermarket
TXN008121,U003,2022-10-26,2022,10,3649.04,Entertainment,debit,Spotify,Cash,False,Gaming
TXN008122,U003,2022-10-28,2022,10,2052.82,Groceries,debit,More Supermarket,Cash,False,DMart
TXN008123,U003,2022-10-28,2022,10,2002.73,Dining,debit,Swiggy,Cash,False,Local Restaurant
TXN008124,U003,2022-10-29,2022,10,2246.46,Dining,debit,Zomato,Cash,False,Swiggy
TXN008125,U003,2022-10-30,2022,10,3210.62,Dining,debit,McDonald's,UPI,False,Cafe
TXN008126,U003,2022-10-31,2022,10,1327.2,Entertainment,debit,Gaming,Cash,False,Amazon Prime
TXN008127,U003,2022-11-01,2022,11,72000.0,Salary,credit,Monthly Salary Credit,Bank Transfer,True,Employer
TXN008128,U003,2022-11-01,2022,11,2486.09,Dining,debit,Zomato,Credit Card,False,Cafe
TXN008129,U003,2022-11-02,2022,11,2466.02,Healthcare,debit,Doctor Consultation,Debit Card,False,Doctor Consultation
TXN008130,U003,2022-11-03,2022,11,2052.77,Groceries,debit,More Supermarket,UPI,False,DMart
TXN008131,U003,2022-11-03,2022,11,1666.05,Entertainment,debit,BookMyShow,Credit Card,False,Amazon Prime
TXN008132,U003,2022-11-04,2022,11,321.92,Dining,debit,Swiggy,Debit Card,False,Domino's
TXN008133,U003,2022-11-05,2022,11,1936.47,Entertainment,debit,Spotify,Credit Card,False,Spotify
TXN008134,U003,2022-11-05,2022,11,1637.82,Transport,debit,Petrol,UPI,False,Auto
TXN008135,U003,2022-11-05,2022,11,1079.88,Subscriptions,debit,Cloud Storage,Debit Card,True,Cloud Storage
TXN008136,U003,2022-11-05,2022,11,3613.73,Investment,debit,Mutual Fund SIP,Bank Transfer,True,Mutual Fund SIP
TXN008137,U003,2022-11-06,2022,11,399.27,Transport,debit,Metro Card,UPI,False,Parking
TXN008138,U003,2022-11-07,2022,11,841.79,Shopping,debit,Myntra,Credit Card,False,Flipkart
TXN008139,U003,2022-11-08,2022,11,644.28,Transport,debit,Metro Card,UPI,False,Parking
TXN008140,U003,2022-11-09,2022,11,1066.16,Groceries,debit,Local Kirana,Credit Card,False,Reliance Fresh
TXN008141,U003,2022-11-09,2022,11,1847.27,Dining,debit,McDonald's,Debit Card,False,Zomato
TXN008142,U003,2022-11-09,2022,11,770.21,Shopping,debit,Amazon,Cash,False,Nike Store
TXN008143,U003,2022-11-09,2022,11,1016.6,Transport,debit,Auto,Cash,False,Parking
TXN008144,U003,2022-11-10,2022,11,299.8,Entertainment,debit,Gaming,Cash,False,Amazon Prime
TXN008145,U003,2022-11-10,2022,11,2233.35,Healthcare,debit,Hospital,Credit Card,False,Hospital
TXN008146,U003,2022-11-12,2022,11,1104.59,Utilities,debit,Mobile Recharge,Cash,True,Internet Bill
TXN008147,U003,2022-11-13,2022,11,13404.58,Rent,debit,Monthly Rent,Cash,True,Monthly Rent
TXN008148,U003,2022-11-15,2022,11,2180.05,Groceries,debit,Local Kirana,Cash,False,Reliance Fresh
TXN008149,U003,2022-11-15,2022,11,1781.62,Dining,debit,Local Restaurant,Cash,False,Zomato
TXN008150,U003,2022-11-16,2022,11,1655.95,Groceries,debit,Reliance Fresh,Cash,False,DMart
TXN008151,U003,2022-11-16,2022,11,3966.26,Education,debit,Books,Credit Card,False,Udemy
TXN008152,U003,2022-11-17,2022,11,2528.42,Dining,debit,McDonald's,UPI,False,McDonald's
TXN008153,U003,2022-11-17,2022,11,425.27,Transport,debit,Petrol,Credit Card,False,Parking
TXN008154,U003,2022-11-18,2022,11,1048.93,Dining,debit,Cafe,UPI,False,Swiggy
TXN008155,U003,2022-11-18,2022,11,9875.08,Investment,debit,Gold ETF,Bank Transfer,False,Gold ETF
TXN008156,U003,2022-11-19,2022,11,636.38,Groceries,debit,BigBasket,UPI,False,DMart
TXN008157,U003,2022-11-19,2022,11,840.59,Dining,debit,Local Restaurant,Debit Card,False,McDonald's
TXN008158,U003,2022-11-19,2022,11,2339.62,Healthcare,debit,Pharmacy,UPI,False,Hospital
TXN008159,U003,2022-11-20,2022,11,1014.43,Groceries,debit,Local Kirana,Cash,False,DMart
TXN008160,U003,2022-11-20,2022,11,7953.93,Travel,debit,IndiGo,UPI,False,Indian Railways
TXN008161,U003,2022-11-20,2022,11,1547.46,Utilities,debit,Mobile Recharge,UPI,True,Mobile Recharge
TXN008162,U003,2022-11-20,2022,11,5001.52,Shopping,debit,Local Mall,UPI,False,Amazon
TXN008163,U003,2022-11-20,2022,11,14203.92,Rent,debit,Monthly Rent,Debit Card,True,Monthly Rent
TXN008164,U003,2022-11-21,2022,11,1679.36,Groceries,debit,BigBasket,Cash,False,More Supermarket
TXN008165,U003,2022-11-21,2022,11,349.53,Dining,debit,Swiggy,Debit Card,False,Domino's
TXN008166,U003,2022-11-21,2022,11,542.71,Transport,debit,Parking,Credit Card,False,Auto
TXN008167,U003,2022-11-22,2022,11,1361.55,Groceries,debit,More Supermarket,UPI,False,Reliance Fresh
TXN008168,U003,2022-11-22,2022,11,614.82,Dining,debit,Domino's,Cash,False,Swiggy
TXN008169,U003,2022-11-22,2022,11,237.06,Entertainment,debit,Gaming,Debit Card,False,Gaming
TXN008170,U003,2022-11-22,2022,11,1667.51,Bills,debit,Electricity Bill,Debit Card,True,Water Bill
TXN008171,U003,2022-11-22,2022,11,825.46,Transport,debit,Petrol,Credit Card,False,Metro Card
TXN008172,U003,2022-11-24,2022,11,899.4,Dining,debit,Local Restaurant,Debit Card,False,Domino's
TXN008173,U003,2022-11-25,2022,11,508.14,Groceries,debit,Reliance Fresh,UPI,False,DMart
TXN008174,U003,2022-11-25,2022,11,2909.87,Shopping,debit,Local Mall,Debit Card,False,Local Mall
TXN008175,U003,2022-11-25,2022,11,839.16,Subscriptions,debit,Magazine,Credit Card,True,Cloud Storage
TXN008176,U003,2022-11-28,2022,11,452.37,Dining,debit,Domino's,UPI,False,Domino's
TXN008177,U003,2022-11-28,2022,11,1092.72,Entertainment,debit,Gaming,UPI,False,Gaming
TXN008178,U003,2022-11-28,2022,11,2741.23,Utilities,debit,Internet Bill,Debit Card,True,DTH Recharge
TXN008179,U003,2022-11-29,2022,11,1053.55,Transport,debit,Petrol,Cash,False,Metro Card
TXN008180,U003,2022-11-30,2022,11,282.85,Dining,debit,McDonald's,UPI,False,Zomato
TXN008181,U003,2022-11-30,2022,11,3240.54,Bills,debit,Gas Bill,Cash,True,Electricity Bill
TXN008182,U003,2022-11-30,2022,11,2726.9,Shopping,debit,Nike Store,Cash,False,Myntra
TXN008183,U003,2022-11-30,2022,11,440.59,Transport,debit,Auto,Cash,False,Auto
TXN008184,U003,2022-12-01,2022,12,72000.0,Salary,credit,Monthly Salary Credit,Bank Transfer,True,Employer
TXN008185,U003,2022-12-02,2022,12,411.66,Entertainment,debit,Spotify,UPI,False,Netflix
TXN008186,U003,2022-12-02,2022,12,1023.73,Transport,debit,Parking,Debit Card,False,Parking
TXN008187,U003,2022-12-03,2022,12,886.95,Transport,debit,Parking,Cash,False,Metro Card
TXN008188,U003,2022-12-04,2022,12,998.12,Dining,debit,McDonald's,UPI,False,McDonald's
TXN008189,U003,2022-12-05,2022,12,9343.63,Investment,debit,PPF,Bank Transfer,True,PPF
TXN008190,U003,2022-12-05,2022,12,6544.31,Investment,debit,Mutual Fund SIP,Bank Transfer,True,Mutual Fund SIP
TXN008191,U003,2022-12-06,2022,12,1176.2,Dining,debit,Zomato,UPI,False,Local Restaurant
TXN008192,U003,2022-12-08,2022,12,6259.63,Travel,debit,IndiGo,UPI,False,Indian Railways
TXN008193,U003,2022-12-09,2022,12,2170.2,Groceries,debit,More Supermarket,Debit Card,False,Local Kirana
TXN008194,U003,2022-12-10,2022,12,2727.96,Groceries,debit,DMart,Credit Card,False,More Supermarket
TXN008195,U003,2022-12-10,2022,12,9222.49,Travel,debit,IndiGo,Cash,False,IndiGo
TXN008196,U003,2022-12-10,2022,12,1201.61,Entertainment,debit,Amazon Prime,UPI,False,Gaming
TXN008197,U003,2022-12-10,2022,12,2386.26,Education,debit,Course Fee,Debit Card,False,Books
TXN008198,U003,2022-12-10,2022,12,545.7,Transport,debit,Metro Card,Cash,False,Auto
TXN008199,U003,2022-12-10,2022,12,14935.15,Rent,debit,Monthly Rent,Debit Card,True,Monthly Rent
TXN008200,U003,2022-12-11,2022,12,906.26,Groceries,debit,More Supermarket,UPI,False,Local Kirana
TXN008201,U003,2022-12-11,2022,12,3084.37,Education,debit,Books,UPI,False,Books
TXN008202,U003,2022-12-12,2022,12,1648.31,Groceries,debit,BigBasket,UPI,False,More Supermarket
TXN008203,U003,2022-12-12,2022,12,1317.46,Dining,debit,Swiggy,Credit Card,False,Local Restaurant
TXN008204,U003,2022-12-13,2022,12,1665.37,Shopping,debit,Myntra,UPI,False,Flipkart
TXN008205,U003,2022-12-13,2022,12,760.84,Transport,debit,Petrol,Debit Card,False,Parking
TXN008206,U003,2022-12-14,2022,12,1709.76,Dining,debit,McDonald's,Debit Card,False,Swiggy
TXN008207,U003,2022-12-14,2022,12,3648.86,Insurance,debit,Life Insurance,Credit Card,True,Life Insurance
TXN008208,U003,2022-12-15,2022,12,695.98,Dining,debit,Cafe,Credit Card,False,McDonald's
TXN008209,U003,2022-12-15,2022,12,1158.44,Transport,debit,Metro Card,Credit Card,False,Auto
TXN008210,U003,2022-12-15,2022,12,46474.53,Investment,debit,Fixed Deposit,Bank Transfer,False,Fixed Deposit
TXN008211,U003,2022-12-16,2022,12,382.56,Dining,debit,Cafe,UPI,False,Swiggy
TXN008212,U003,2022-12-17,2022,12,602.41,Dining,debit,Domino's,Cash,False,McDonald's
TXN008213,U003,2022-12-18,2022,12,1335.36,Dining,debit,McDonald's,Cash,False,Domino's
TXN008214,U003,2022-12-18,2022,12,1676.22,Utilities,debit,DTH Recharge,UPI,True,Mobile Recharge
TXN008215,U003,2022-12-18,2022,12,1813.36,Education,debit,Online Course,UPI,False,Online Course
TXN008216,U003,2022-12-18,2022,12,352.63,Transport,debit,Auto,Debit Card,False,Metro Card
TXN008217,U003,2022-12-18,2022,12,19545.19,Investment,debit,Stocks,Bank Transfer,False,Stocks
TXN008218,U003,2022-12-19,2022,12,1354.38,Dining,debit,Swiggy,Debit Card,False,Zomato
TXN008219,U003,2022-12-19,2022,12,1381.35,Entertainment,debit,Amazon Prime,Credit Card,False,Amazon Prime
TXN008220,U003,2022-12-20,2022,12,2382.61,Groceries,debit,Local Kirana,Credit Card,False,Reliance Fresh
TXN008221,U003,2022-12-20,2022,12,1283.63,Shopping,debit,Nike Store,Credit Card,False,Amazon
TXN008222,U003,2022-12-21,2022,12,1218.07,Entertainment,debit,Spotify,UPI,False,BookMyShow
TXN008223,U003,2022-12-22,2022,12,906.52,Groceries,debit,Local Kirana,Cash,False,More Supermarket
TXN008224,U003,2022-12-22,2022,12,549.2,Dining,debit,Zomato,Debit Card,False,Cafe
TXN008225,U003,2022-12-22,2022,12,14255.89,Travel,debit,Ola,UPI,False,Indian Railways
TXN008226,U003,2022-12-22,2022,12,2165.76,Entertainment,debit,Amazon Prime,UPI,False,BookMyShow
TXN008227,U003,2022-12-22,2022,12,1764.03,Shopping,debit,Nike Store,Debit Card,False,Amazon
TXN008228,U003,2022-12-22,2022,12,920.69,Transport,debit,Petrol,Debit Card,False,Metro Card
TXN008229,U003,2022-12-23,2022,12,2283.31,Groceries,debit,Reliance Fresh,Credit Card,False,BigBasket
TXN008230,U003,2022-12-26,2022,12,2098.78,Bills,debit,Electricity Bill,Cash,True,Gas Bill
TXN008231,U003,2022-12-26,2022,12,974.73,Transport,debit,Auto,Debit Card,False,Parking
TXN008232,U003,2022-12-27,2022,12,1411.46,Groceries,debit,BigBasket,Credit Card,False,More Supermarket
TXN008233,U003,2022-12-27,2022,12,1594.59,Dining,debit,Cafe,UPI,False,Zomato
TXN008234,U003,2022-12-27,2022,12,1251.07,Transport,debit,Parking,Debit Card,False,Auto
TXN008235,U003,2022-12-28,2022,12,2932.58,Utilities,debit,DTH Recharge,Cash,True,Internet Bill
TXN008236,U003,2022-12-28,2022,12,704.35,Transport,debit,Parking,Debit Card,False,Parking
TXN008237,U003,2022-12-29,2022,12,1119.81,Dining,debit,Local Restaurant,Debit Card,False,Zomato
TXN008238,U003,2022-12-29,2022,12,754.57,Transport,debit,Auto,Cash,False,Petrol
TXN008239,U003,2022-12-30,2022,12,3647.04,Shopping,debit,Amazon,UPI,False,Amazon
TXN008240,U003,2022-12-31,2022,12,847.76,Dining,debit,Cafe,Credit Card,False,Domino's
TXN008241,U003,2022-12-31,2022,12,1078.54,Transport,debit,Petrol,Credit Card,False,Auto
TXN008242,U003,2023-01-01,2023,1,72000.0,Salary,credit,Monthly Salary Credit,Bank Transfer,True,Employer
